medcodeid	Term	six_month	three_month	unambiguous	twelve_month_rev	possible_gdm	context_dep	index
787111000006112	iddm-insulin dependent diabetes mellitus	NA	NA	1	NA	NA	NA	1
77727018	insulin dependent diabetes mellitus	NA	NA	1	NA	NA	NA	2
772171000006114	insulin dependent diabetes mellitus	NA	NA	1	NA	NA	NA	3
292621010	diabetes mellitus nos with other specified manifestation	NA	NA	1	NA	NA	NA	4
772161000006119	insulin dependent diabetes mellitus	NA	NA	1	NA	NA	NA	5
616571000006118	diabetes mellitus, adult, + other specified manifestation	NA	NA	1	NA	NA	NA	6
13781000006113	other specified diabetes mellitus with other spec comps	NA	NA	1	NA	NA	NA	7
293756010	[x]other specified diabetes mellitus	NA	NA	1	NA	NA	NA	8
377001000006117	[x]diabetes mellitus	NA	NA	1	NA	NA	NA	9
913711000006112	insulin dependent diabetes maturity onset	NA	NA	1	NA	NA	NA	10
772151000006116	insulin dependent diabetes maturity onset	NA	NA	1	NA	NA	NA	11
121589010	diabetes mellitus	NA	NA	1	NA	NA	NA	12
12174801000006114	eye disorder due to diabetes mellitus	NA	NA	1	NA	NA	NA	13
2683581000006112	labile diabetes	NA	NA	1	NA	NA	NA	14
12218511000006112	kidney disorder due to diabetes mellitus	NA	NA	1	NA	NA	NA	15
1223147012	insulin treated type ii diabetes mellitus	NA	NA	1	NA	NA	NA	16
841351000006110	insulin treated type ii diabetes mellitus	NA	NA	1	NA	NA	NA	17
1223148019	insulin treated non-insulin dependent diabetes mellitus	NA	NA	1	NA	NA	NA	18
771331000006116	insulin dependent diabetes mellitus with arthropathy	NA	NA	1	NA	NA	NA	19
459293018	insulin dependent diabetes mellitus with arthropathy	NA	NA	1	NA	NA	NA	20
169731000006118	retinal abnormality - diabetes related	NA	NA	1	NA	NA	NA	21
2576431000006117	dr - diabetic retinopathy	NA	NA	1	NA	NA	NA	22
1230890017	autonomic neuropathy due to diabetes	NA	NA	1	NA	NA	NA	23
1230929011	secondary pancreatic diabetes mellitus	NA	NA	1	NA	NA	NA	24
12331051000006112	mononeuropathy with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	25
12331221000006112	exudative maculopathy with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	26
12332101000006118	cataract due to diabetes mellitus type 2	NA	NA	1	NA	NA	NA	27
12332271000006116	retinopathy with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	28
12332751000006116	mononeuropathy with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	29
12334141000006112	neurological disorder with diabetes type 2	NA	NA	1	NA	NA	NA	30
12334611000006116	neurological disorder with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	31
12335671000006112	exudative maculopathy with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	32
12335991000006116	peripheral vascular disorder due to diabetes mellitus	NA	NA	1	NA	NA	NA	33
12336111000006120	cataract due to diabetes mellitus type 1	NA	NA	1	NA	NA	NA	34
12336531000006116	retinopathy with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	35
12336851000006112	nervous system disorder due to diabetes mellitus	NA	NA	1	NA	NA	NA	36
12336871000006116	disorder of eye with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	37
12363661000006112	gastroparesis with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	38
12363681000006116	gastroparesis with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	39
12370271000006116	disorder of eye with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	40
292617015	diabetes mellitus with other specified manifestation	NA	NA	1	NA	NA	NA	41
292622015	diabetes mellitus with unspecified complication	NA	NA	1	NA	NA	NA	42
292626017	diabetes mellitus nos with unspecified complication	NA	NA	1	NA	NA	NA	43
13811000006110	other specified diabetes mellitus with unspecified comps	NA	NA	1	NA	NA	NA	44
719531000006118	malnutrition-related diabetes mellitus	NA	NA	1	NA	NA	NA	45
12702421000006112	type ii diabetes mellitus with ophthalmic complications	NA	NA	1	NA	NA	NA	46
1484867016	non proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	47
1484887015	o/e - diabetic maculopathy present both eyes	NA	NA	1	NA	NA	NA	48
1488393013	o/e - right diabetic foot at low risk	NA	NA	1	NA	NA	NA	49
1488394019	o/e - right diabetic foot at high risk	NA	NA	1	NA	NA	NA	50
1488395018	o/e - right diabetic foot - ulcerated	NA	NA	1	NA	NA	NA	51
1488396017	o/e - left diabetic foot - ulcerated	NA	NA	1	NA	NA	NA	52
1488397014	o/e - left diabetic foot at low risk	NA	NA	1	NA	NA	NA	53
1488398016	o/e - left diabetic foot at high risk	NA	NA	1	NA	NA	NA	54
1488403015	o/e - left diabetic foot at moderate risk	NA	NA	1	NA	NA	NA	55
1488404014	o/e - right diabetic foot at moderate risk	NA	NA	1	NA	NA	NA	56
1488405010	diabetic foot risk assessment	NA	NA	1	NA	NA	NA	57
1488441010	diabetes medication review	NA	NA	1	NA	NA	NA	58
850691000006118	hyperosmolar non-ketotic state in type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	59
1488898011	hyperosmolar non-ketotic state in type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	60
189721000000113	secondary diabetes mellitus without complication	NA	NA	1	NA	NA	NA	61
15518018	secondary diabetes mellitus	NA	NA	1	NA	NA	NA	62
1658861000000113	type i diabetic dietary review	NA	NA	1	NA	NA	NA	63
1658901000000118	type ii diabetic dietary review	NA	NA	1	NA	NA	NA	64
1665721000000112	type 2 diabetic dietary review	NA	NA	1	NA	NA	NA	65
1665751000000119	type 1 diabetic dietary review	NA	NA	1	NA	NA	NA	66
1666911000000113	o/e - left diabetic foot at increased risk	NA	NA	1	NA	NA	NA	67
1666931000000117	o/e - right diabetic foot at increased risk	NA	NA	1	NA	NA	NA	68
1667891000000113	hyperosmolar non-ketotic state in type ii diabetes mellitus	NA	NA	1	NA	NA	NA	69
8084961000006111	diabetes type ii review	NA	NA	1	NA	NA	NA	70
841011000006112	high risk non proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	71
6618061000006116	bronze diabetes	NA	NA	1	NA	NA	NA	72
1780311019	type 1 diabetes mellitus with persistent microalbuminuria	NA	NA	1	NA	NA	NA	73
928491000006110	type i diabetes mellitus with persistent microalbuminuria	NA	NA	1	NA	NA	NA	74
1780386019	diabetic foot examination	NA	NA	1	NA	NA	NA	75
1785163015	high risk proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	76
1785332013	background diabetic retinopathy	NA	NA	1	NA	NA	NA	77
746791000006111	insulin-dependent diabetes without complication	NA	NA	1	NA	NA	NA	78
292475010	diabetes mellitus nos with no mention of complication	NA	NA	1	NA	NA	NA	79
457327017	insulin-dependent diabetes without complication	NA	NA	1	NA	NA	NA	80
292466013	diabetes mellitus with no mention of complication	NA	NA	1	NA	NA	NA	81
197761014	type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	82
84471000006119	type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	83
3209441000006114	diabetes mellitus type 2	NA	NA	1	NA	NA	NA	84
84281000006115	type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	85
197984010	type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	86
3253241000006117	diabetes mellitus type 1	NA	NA	1	NA	NA	NA	87
19931010	brittle diabetes	NA	NA	1	NA	NA	NA	88
72651000006114	unstable insulin dependent diabetes mellitus	NA	NA	1	NA	NA	NA	89
411891014	unstable diabetes	NA	NA	1	NA	NA	NA	90
429972014	unstable insulin dependent diabetes mellitus	NA	NA	1	NA	NA	NA	91
4392151000006119	lipodystrophic diabetes	NA	NA	1	NA	NA	NA	92
4392201000006111	diabetic peripheral vascular disease	NA	NA	1	NA	NA	NA	93
205225016	diabetic nephropathy	NA	NA	1	NA	NA	NA	94
2115761000000117	diabetes self-management plan review	NA	NA	1	NA	NA	NA	95
2117891000000114	diabetes self-management plan agreed	NA	NA	1	NA	NA	NA	96
2159170012	patient on maximal tolerated therapy for diabetes	NA	NA	1	NA	NA	NA	97
2159948010	diabetic retinopathy 12 month review	NA	NA	NA	NA	NA	NA	98
2159949019	diabetic retinopathy 6 month review	1	NA	NA	NA	NA	NA	99
2159973010	o/e - right eye background diabetic retinopathy	NA	NA	1	NA	NA	NA	100
2159974016	o/e - left eye background diabetic retinopathy	NA	NA	1	NA	NA	NA	101
2159975015	o/e - right eye preproliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	102
2159976019	o/e - left eye preproliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	103
2159977011	o/e - right eye proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	104
2159978018	o/e - left eye proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	105
2160090014	diabetes mellitus induced by non-steroid drugs	NA	NA	1	NA	NA	NA	106
6763731000006114	dm induced by non-steroid drug	NA	NA	1	NA	NA	NA	107
2168881000000114	subcutaneous infusion with insulin pump	NA	NA	1	NA	NA	NA	108
2262341000000113	conversion to insulin in secondary care	NA	NA	1	NA	NA	NA	109
457156014	[v]admitted for conversion to insulin	NA	NA	1	NA	NA	NA	110
2262381000000117	conversion to insulin by diabetes specialist nurse	NA	NA	1	NA	NA	NA	111
2287311000000111	diabetes year of care annual review	NA	NA	NA	NA	NA	NA	112
2359401000000111	conversion to non-insulin injectable medication	NA	NA	1	NA	NA	NA	113
2415191000000113	diabetic peripheral neuropathic pain	NA	NA	1	NA	NA	NA	114
8343301000006117	dpnp - diabetic peripheral neuropathic pain	NA	NA	1	NA	NA	NA	115
967631000006115	dm induced by non-steroid drugs without complication	NA	NA	1	NA	NA	NA	116
5981421000006112	insulin injection	NA	NA	NA	NA	NA	1	117
1966311000006116	diabetic on oral treatment and glucagon-like peptide 1	NA	NA	1	NA	NA	NA	118
1966321000006112	diabetic on insulin and glucagon-like peptide 1	NA	NA	1	NA	NA	NA	119
2500921000000110	diabetic carbohydrate counting diet	NA	NA	1	NA	NA	NA	120
251892015	h/o: insulin therapy	NA	NA	NA	NA	NA	1	121
975251000006111	o/e - right eye stable treated prolif diabetic retinopathy	NA	NA	1	NA	NA	NA	122
975261000006113	o/e - left eye stable treated prolif diabetic retinopathy	NA	NA	1	NA	NA	NA	123
2532976019	o/e - left chronic diabetic foot ulcer	NA	NA	1	NA	NA	NA	124
2532977011	o/e - right chronic diabetic foot ulcer	NA	NA	1	NA	NA	NA	125
2549896013	o/e - sight threatening diabetic retinopathy	NA	NA	1	NA	NA	NA	126
1227774019	[v]dietary counselling in diabetes mellitus	NA	NA	1	NA	NA	NA	127
4771421000006116	ppdr - preproliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	128
6515201000006111	npdr - non proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	129
587521000006111	non-insulin-dependent diabetes mellitus with renal comps	NA	NA	1	NA	NA	NA	130
616551000006111	diabetes mellitus, adult onset, with renal manifestation	NA	NA	1	NA	NA	NA	131
292478012	other specified diabetes mellitus with ketoacidosis	NA	NA	1	NA	NA	NA	132
292489017	diabetes mellitus nos with ketoacidotic coma	NA	NA	1	NA	NA	NA	133
292479016	diabetes mellitus nos with ketoacidosis	NA	NA	1	NA	NA	NA	134
6953861000006110	diabetic ketoacidosis	NA	NA	1	NA	NA	NA	135
913621000006112	insulin dependent diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	136
616831000006118	diabetes with gangrene	NA	NA	1	NA	NA	NA	137
771351000006111	insulin dependent diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	138
616351000006115	diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	139
6987011000006115	gangrene associated with diabetes mellitus	NA	NA	1	NA	NA	NA	140
13761000006115	other specified diabetes mellitus with neurological comps	NA	NA	1	NA	NA	NA	141
292512019	diabetes mellitus nos with neurological manifestation	NA	NA	1	NA	NA	NA	142
12704391000006112	neurologic disorder associated with diabetes mellitus	NA	NA	1	NA	NA	NA	143
616481000006119	diabetes mellitus, adult onset, + neurological manifestation	NA	NA	1	NA	NA	NA	144
6969921000006119	neurologic disorder associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	145
913511000006117	type 1 diabetes mellitus with neurological complications	NA	NA	1	NA	NA	NA	146
84381000006113	type 1 diabetes mellitus with neurological complications	NA	NA	1	NA	NA	NA	147
6972441000006117	neurological disorder associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	148
913781000006117	type 1 diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	149
84351000006117	type 1 diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	150
6962751000006117	mononeuropathy associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	151
914221000006113	type 2 diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	152
84531000006118	type 2 diabetes mellitus with mononeuropathy	NA	NA	1	NA	NA	NA	153
6954121000006112	mononeuropathy associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	154
13791000006111	other specified diabetes mellitus with periph circ comps	NA	NA	1	NA	NA	NA	155
787101000006114	iddm with peripheral circulatory disorder	NA	NA	1	NA	NA	NA	156
772141000006118	insulin dependent diab mell with peripheral angiopathy	NA	NA	1	NA	NA	NA	157
292523015	diabetes mellitus nos with peripheral circulatory disorder	NA	NA	1	NA	NA	NA	158
12704411000006112	peripheral circulatory disorder associated with diabetes mellitus	NA	NA	1	NA	NA	NA	159
913921000006119	insulin dependent diab mell with peripheral angiopathy	NA	NA	1	NA	NA	NA	160
616581000006115	diabetes mellitus, adult, + peripheral circulatory disorder	NA	NA	1	NA	NA	NA	161
6985011000006113	peripheral circulatory disorder associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	162
6970631000006112	peripheral circulatory disorder associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	163
616561000006113	diabetes mellitus, adult with gangrene	NA	NA	1	NA	NA	NA	164
292583018	type 2 diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	165
84881000006119	type ii diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	166
84511000006112	type 2 diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	167
292582011	type ii diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	168
6975221000006116	gangrene associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	169
292543014	type i diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	170
292541011	type 1 diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	171
84701000006115	type i diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	172
84331000006112	type 1 diabetes mellitus with gangrene	NA	NA	1	NA	NA	NA	173
6961091000006115	gangrene associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	174
84611000006113	type 2 diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	175
914031000006118	type 2 diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	176
6959091000006114	persistent microalbuminuria associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	177
6981621000006113	persistent proteinuria associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	178
913451000006117	type 1 diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	179
84431000006117	type 1 diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	180
6979991000006111	renal disorder associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	181
6955501000006113	persistent proteinuria associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	182
6985411000006117	diabetic skin ulcer	NA	NA	1	NA	NA	NA	183
6961901000006111	disorder associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	184
6951081000006112	ketoacidosis in type i diabetes mellitus	NA	NA	1	NA	NA	NA	185
6965561000006116	ketoacidotic coma in type i diabetes mellitus	NA	NA	1	NA	NA	NA	186
928611000006115	type ii diabetes mellitus with ketoacidotic coma	NA	NA	1	NA	NA	NA	187
616541000006114	diabetes mellitus, adult onset, with ketoacidotic coma	NA	NA	1	NA	NA	NA	188
928601000006118	type 2 diabetes mellitus with ketoacidotic coma	NA	NA	1	NA	NA	NA	189
616531000006116	diabetes mellitus, adult onset, with ketoacidosis	NA	NA	1	NA	NA	NA	190
6977421000006110	ketoacidosis in type ii diabetes mellitus	NA	NA	1	NA	NA	NA	191
292480018	diabetes mellitus with hyperosmolar coma	NA	NA	1	NA	NA	NA	192
292484010	diabetes mellitus nos with hyperosmolar coma	NA	NA	1	NA	NA	NA	193
719541000006111	malnutrition-related diabetes mellitus with coma	NA	NA	1	NA	NA	NA	194
6964251000006119	coma associated with malnutrition-related diabetes mellitus	NA	NA	1	NA	NA	NA	195
292488013	other specified diabetes mellitus with coma	NA	NA	1	NA	NA	NA	196
913541000006118	type 1 diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	197
84361000006115	type 1 diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	198
6986151000006117	multiple complications of type i diabetes mellitus	NA	NA	1	NA	NA	NA	199
616491000006116	diabetes mellitus, adult onset, + ophthalmic manifestation	NA	NA	1	NA	NA	NA	200
6983691000006114	diabetic oculopathy associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	201
84321000006114	type 1 diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	202
913901000006112	type 1 diabetes mellitus with diabetic cataract	NA	NA	1	NA	NA	NA	203
6980431000006116	diabetic cataract associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	204
938311000006112	type i diabetes mellitus with exudative maculopathy	NA	NA	1	NA	NA	NA	205
6954991000006112	exudative maculopathy associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	206
938321000006116	type 2 diabetes mellitus with exudative maculopathy	NA	NA	1	NA	NA	NA	207
6977971000006119	exudative maculopathy associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	208
6960431000006119	diabetic retinopathy associated with type i diabetes mellitus	NA	NA	1	NA	NA	NA	209
6959801000006112	diabetic cataract associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	210
6982511000006110	diabetic retinopathy associated with type ii diabetes mellitus	NA	NA	1	NA	NA	NA	211
4392181000006110	renal disorder associated with diabetes mellitus	NA	NA	1	NA	NA	NA	212
3712861000006110	disorder associated with diabetes mellitus	NA	NA	1	NA	NA	NA	213
6515211000006114	bdr - background diabetic retinopathy	NA	NA	1	NA	NA	NA	214
6515451000006111	on examination - diabetic maculopathy present both eyes	NA	NA	1	NA	NA	NA	215
6546241000006111	on examination - right diabetic foot at low risk	NA	NA	1	NA	NA	NA	216
6546261000006110	on examination - right diabetic foot at high risk	NA	NA	1	NA	NA	NA	217
6546281000006117	on examination - right diabetic foot - ulcerated	NA	NA	1	NA	NA	NA	218
6546301000006118	on examination - left diabetic foot - ulcerated	NA	NA	1	NA	NA	NA	219
6546321000006111	on examination - left diabetic foot at low risk	NA	NA	1	NA	NA	NA	220
6546341000006116	on examination - left diabetic foot at high risk	NA	NA	1	NA	NA	NA	221
6546411000006113	on examination - left diabetic foot at moderate risk	NA	NA	1	NA	NA	NA	222
6546431000006119	on examination - right diabetic foot at moderate risk	NA	NA	1	NA	NA	NA	223
6761821000006115	on examination - right eye preproliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	224
6761841000006110	on examination - left eye preproliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	225
6761861000006114	on examination - right eye proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	226
6761881000006116	on examination - left eye proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	227
6910411000006112	on examination - sight threatening diabetic retinopathy	NA	NA	1	NA	NA	NA	228
6866421000006113	on examination - left chronic diabetic foot ulcer	NA	NA	1	NA	NA	NA	229
6866781000006116	on examination - right chronic diabetic foot ulcer	NA	NA	1	NA	NA	NA	230
6761781000006114	on examination - right eye background diabetic retinopathy	NA	NA	1	NA	NA	NA	231
6761801000006113	on examination - left eye background diabetic retinopathy	NA	NA	1	NA	NA	NA	232
6866901000006111	on examination - right eye stable treated proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	233
6866541000006117	on examination - left eye stable treated proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	234
6953871000006115	ketoacidosis in diabetes mellitus	NA	NA	1	NA	NA	NA	235
2622193012	diabetes mellitus with ketoacidosis	NA	NA	1	NA	NA	NA	236
6953891000006119	diabetic acidosis	NA	NA	1	NA	NA	NA	237
6983511000006117	neurologic complication of diabetes mellitus	NA	NA	1	NA	NA	NA	238
6983521000006113	diabetic neurologic disease	NA	NA	1	NA	NA	NA	239
12704971000006112	neurologic disorder associated with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	240
12704941000006116	neurological disorder associated with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	241
12702371000006116	mononeuropathy associated with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	242
6980041000006115	diabetic peripheral circulatory disorder	NA	NA	1	NA	NA	NA	243
674961000006118	niddm with peripheral circulatory disorder	NA	NA	1	NA	NA	NA	244
6961081000006118	gangrene associated with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	245
6951281000006117	kidney disorder associated with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	246
913851000006119	type i diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	247
84371000006110	type 1 diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	248
84741000006118	type i diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	249
913461000006115	type i diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	250
84801000006111	type i diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	251
913841000006116	type 1 diabetes mellitus with nephropathy	NA	NA	1	NA	NA	NA	252
6980001000006117	kidney disorder associated with type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	253
771421000006113	insulin dependent diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	254
913591000006110	insulin dependent diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	255
6515171000006112	nonproliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	256
264726017	diabetes management plan given	NA	NA	1	NA	NA	NA	257
264679015	diabetic on diet only	NA	NA	1	NA	NA	NA	258
4636411000006110	diet controlled diabetes mellitus	NA	NA	1	NA	NA	NA	259
264681018	diabetic on oral treatment	NA	NA	1	NA	NA	NA	260
264682013	diabetic on insulin	NA	NA	1	NA	NA	NA	261
264704018	diabetic drug side effects	NA	NA	1	NA	NA	NA	262
264705017	diabetic treatment changed	NA	NA	1	NA	NA	NA	263
264706016	conversion to insulin	NA	NA	1	NA	NA	NA	264
264707013	diabetic - good control	NA	NA	NA	NA	NA	1	265
264717015	diabetic - cooperative patient	NA	NA	1	NA	NA	NA	266
264718013	diabetic-uncooperative patient	NA	NA	1	NA	NA	NA	267
264720011	date diabetic treatment start	NA	NA	1	NA	NA	NA	268
264727014	diabetic annual review	NA	NA	NA	NA	NA	NA	269
264728016	annual diabetic blood test	NA	NA	NA	NA	NA	NA	270
2683561000006119	brittle diabetes mellitus	NA	NA	1	NA	NA	NA	271
5975301000006115	on examination - right diabetic foot at risk	NA	NA	1	NA	NA	NA	272
5975321000006113	on examination - left diabetic foot at risk	NA	NA	1	NA	NA	NA	273
7065531000006115	latent autoimmune diabetes mellitus in adult (lada)	NA	NA	1	NA	NA	NA	274
2674067015	latent autoimmune diabetes mellitus in adult	NA	NA	1	NA	NA	NA	275
494831000000119	cystic fibrosis related diabetes mellitus	NA	NA	1	NA	NA	NA	276
7500361000006112	rcad (renal cysts and diabetes) syndrome	NA	NA	1	NA	NA	NA	277
278718015	continuous subcutaneous infusion of insulin	NA	NA	1	NA	NA	NA	278
4717371000006113	diabetic stabilization	NA	NA	NA	NA	NA	1	279
282570016	diabetic stabilisation	NA	NA	NA	NA	NA	1	280
12482051000006118	admit diabetic emergency	NA	NA	1	NA	NA	NA	281
283584016	non-urgent diabetic admission	NA	NA	1	NA	NA	NA	282
7287621000006117	type i diabetes mellitus uncontrolled	NA	NA	1	NA	NA	NA	283
281171000006119	non-insulin dependent diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	284
2683591000006110	unstable diabetes mellitus	NA	NA	1	NA	NA	NA	285
292548017	type 1 diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	286
84661000006111	type i diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	287
84291000006117	type 1 diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	288
292550013	type i diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	289
5754581000006110	brittle type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	290
5754611000006119	brittle type i diabetes mellitus	NA	NA	1	NA	NA	NA	291
5754621000006110	labile type i diabetes mellitus	NA	NA	1	NA	NA	NA	292
5505651000006113	diabetes mellitus uncontrolled	NA	NA	1	NA	NA	NA	293
84481000006116	type 2 diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	294
292589019	type ii diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	295
84851000006110	type ii diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	296
292590011	type 2 diabetes mellitus - poor control	NA	NA	1	NA	NA	NA	297
292483016	diabetes mellitus, adult onset, with hyperosmolar coma	NA	NA	1	NA	NA	NA	298
84821000006118	type i diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	299
292538019	type i diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	300
4758061000006110	insulin-dependent diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	301
84451000006112	type 1 diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	302
292540012	type 1 diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	303
292551012	type i diabetes mellitus maturity onset	NA	NA	1	NA	NA	NA	304
84671000006116	type i diabetes mellitus maturity onset	NA	NA	1	NA	NA	NA	305
4758121000006115	insulin-dependent diabetes maturity onset	NA	NA	1	NA	NA	NA	306
84301000006116	type 1 diabetes mellitus maturity onset	NA	NA	1	NA	NA	NA	307
292553010	type 1 diabetes mellitus maturity onset	NA	NA	1	NA	NA	NA	308
292576013	type ii diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	309
84911000006119	type ii diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	310
84541000006111	type 2 diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	311
292577016	type 2 diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	312
280581000006118	non-insulin-dependent diabetes mellitus with multiple comps	NA	NA	1	NA	NA	NA	313
292579018	type 2 diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	314
84631000006119	type 2 diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	315
280551000006114	non-insulin dependent diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	316
292581016	type ii diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	317
85001000006117	type ii diabetes mellitus with ulcer	NA	NA	1	NA	NA	NA	318
292606016	malnutrition-related diabetes mellitus with ketoacidosis	NA	NA	1	NA	NA	NA	319
719601000006110	malnutritn-relat diabetes melitus wth periph circul complctn	NA	NA	1	NA	NA	NA	320
127051000006112	steroid induced diabetes mellitus without complication	NA	NA	1	NA	NA	NA	321
127041000006110	steroid induced diabetes	NA	NA	1	NA	NA	NA	322
616241000006112	diabetes mellitus induced by steroids	NA	NA	1	NA	NA	NA	323
12704961000006118	diabetic oculopathy associated with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	324
928551000006115	type ii diabetes mellitus with persistent proteinuria	NA	NA	1	NA	NA	NA	325
928541000006117	type 2 diabetes mellitus with persistent proteinuria	NA	NA	1	NA	NA	NA	326
12702391000006116	diabetic cataract associated with type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	327
928591000006114	type ii diabetes mellitus with ketoacidosis	NA	NA	1	NA	NA	NA	328
