medcodeid	Term	six_month	three_month	unambiguous	twelve_month_rev	possible_gdm	context_dep	index
6630821000006112	Non-high-risk proliferative diabetic retinopathy with clinically significant macular oedema	NA	NA	1	NA	NA	NA	1511
8428511000006111	Seen in community diabetes antenatal clinic	NA	NA	NA	NA	NA	1	1512
12078901000006118	Cataract of right eye due to diabetes mellitus	NA	NA	NA	NA	NA	1	1513
14083961000006112	Gangrene due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1514
8027491000006113	Chronic kidney disease stage 5 due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	1515
6022691000006119	Early proliferative diabetic retinopathy	NA	NA	1	NA	NA	NA	1516
6022651000006113	Severe nonproliferative retinopathy	NA	NA	1	NA	NA	NA	1517
14071371000006112	Advanced maculopathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	1518
6888611000006119	Diabetic record status	NA	NA	1	NA	NA	NA	1519
1103761000006114	Adverse reaction to Biphasic Insulin	NA	NA	1	NA	NA	NA	1520
6022731000006110	High risk proliferative retinopathy	NA	NA	1	NA	NA	NA	1521
7968751000006116	Diabetes mellitus type 2 without retinopathy	NA	NA	1	NA	NA	NA	1522
1120491000006114	Adverse reaction to Insulin Zinc Solution	NA	NA	1	NA	NA	NA	1523
1136831000006111	Adverse reaction to Re-usable insulin injection device	NA	NA	1	NA	NA	NA	1524
14090011000006118	Hypoglycaemic coma due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1525
7809991000006111	Insulin refused	NA	NA	NA	NA	NA	1	1526
1137501000006119	Adverse reaction to Human Neutral Soluble Insulin	NA	NA	NA	NA	NA	1	1527
7812131000006119	Diabetic retinopathy absent	NA	NA	NA	NA	NA	1	1528
13767911000006120	Disorder of eye due to diabetes mellitus	NA	NA	1	NA	NA	NA	1529
2867431000006112	Insulin dependent diabetes mellitus type IA	NA	NA	1	NA	NA	NA	1530
1137491000006110	Adverse reaction to Biphasic Isophane Insulin (Human)	NA	NA	1	NA	NA	NA	1531
14083991000006116	Ketoacidosis due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1532
7966611000006114	Chronic kidney disease stage 5 due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1533
12102571000006116	Clinically significant macular oedema with diabetes mellitus	NA	NA	1	NA	NA	NA	1534
14071331000006110	Chronic painful neuropathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	1535
6022901000006116	CSME - Clinically significant macular oedema	NA	NA	1	NA	NA	NA	1536
719481000006116	Malnutrit-related diabetes mellitus wth ophthalmic complicat	NA	NA	1	NA	NA	NA	1537
1697221000006119	Adverse reaction to Ts-A Safety Insulin	NA	NA	1	NA	NA	NA	1538
5997431000006115	Diabetic liaison nurse	NA	NA	NA	NA	NA	1	1539
1133641000006111	Adverse reaction to Porcine Neutral Insulin	NA	NA	NA	NA	NA	1	1540
6630571000006110	Diabetic macular edema not clinically significant	NA	NA	1	NA	NA	NA	1541
8035211000006110	Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1542
14057821000006112	Radiculoplexus neuropathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	1543
1127141000006114	Adverse reaction to Insulin (Zinc Suspension, Bovine)	NA	NA	NA	NA	NA	1	1544
1094311000006115	Adverse reaction to Diabetamide	NA	NA	1	NA	NA	NA	1545
6612501000006110	Diabetic foot at risk	NA	NA	1	NA	NA	NA	1546
396661000006115	Malnutrition-related diabetes mellitus with multiple complications	NA	NA	1	NA	NA	NA	1547
6931861000006110	Infection of foot associated with diabetes	NA	NA	1	NA	NA	NA	1548
13790071000006114	Neuropathic arthropathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	1549
292612014	Malnutrition-related diabetes mellitus without complications	NA	NA	1	NA	NA	NA	1550
8033291000006116	Pre-existing diabetes mellitus in mother complicating childbirth	NA	NA	1	NA	NA	NA	1551
14128861000006110	No evidence of diabetic nephropathy	NA	NA	1	NA	NA	NA	1552
14083911000006112	Disorder of nervous system due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1553
125705011	Diabetes mellitus due to insulin receptor antibodies	NA	NA	1	NA	NA	NA	1554
3516393017	Insulin infusion rate	NA	NA	1	NA	NA	NA	1555
6022761000006118	Proliferative diabetic retinopathy - quiescent	NA	NA	1	NA	NA	NA	1556
1079341000006112	Adverse reaction to Insulin Lispro	NA	NA	NA	NA	NA	1	1557
1099341000006117	Adverse reaction to Insulin Zinc Suspension	NA	NA	NA	NA	NA	1	1558
12078931000006114	Cataract of left eye due to diabetes mellitus	NA	NA	1	NA	NA	NA	1559
13833601000006112	Hyperosmolar coma due to diabetes mellitus	NA	NA	1	NA	NA	NA	1560
356111014	Insulin-dependent diabetes mellitus secretory diarrhoea syndrome	NA	NA	1	NA	NA	NA	1561
1776171000006113	Staff group: Nursing - Diabetic Nursing/Liaison	NA	NA	1	NA	NA	NA	1562
14072621000006112	Traction detachment of retina due to diabetes mellitus	NA	NA	1	NA	NA	NA	1563
11931121000006112	Diabetes Distress Scale 17 item	NA	NA	1	NA	NA	NA	1564
6630481000006114	Proliferative diabetic retinopathy - high risk with no macular oedema	NA	NA	1	NA	NA	NA	1565
8026041000006113	Forefoot ulcer due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1566
14084091000006116	Disorder of nervous system due to diabetes mellitus	NA	NA	1	NA	NA	NA	1567
8259001000006114	Self management of diabetes	NA	NA	1	NA	NA	NA	1568
7480741000006116	History of maturity onset diabetes mellitus in young	NA	NA	1	NA	NA	NA	1569
14015311000006110	Coronary artery disease due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1570
7728071000006113	Referral to diabetes service	NA	NA	1	NA	NA	NA	1571
6718121000006115	Diabetes type	NA	NA	1	NA	NA	NA	1572
719471000006119	Malnutrit-related diabetes mellitus with unspec complics	NA	NA	1	NA	NA	NA	1573
6041411000006117	Ischaemic diabetic maculopathy	NA	NA	1	NA	NA	NA	1574
5942001000006110	Under care of diabetic liaison nurse	NA	NA	1	NA	NA	NA	1575
8044221000006116	Ischaemic foot ulcer due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1576
13953211000006120	Ulcer of left foot due to diabetes mellitus	NA	NA	1	NA	NA	NA	1577
14056961000006112	Ketoacidotic coma due to diabetes mellitus	NA	NA	1	NA	NA	NA	1578
14077731000006116	High risk proliferative retinopathy due to diabetes mellitus	NA	NA	1	NA	NA	NA	1579
12085081000006112	Mild non proliferative retinopathy of right eye	NA	NA	1	NA	NA	NA	1580
8077141000006113	Proteinuria due to type 1 diabetes mellitus	NA	NA	1	NA	NA	NA	1581
8097461000006110	Information sharing consent status for national screening programme for diabetic retinopathy	NA	NA	1	NA	NA	NA	1582
1015121000006112	Adverse reaction to Insulin Detemir	NA	NA	1	NA	NA	NA	1583
8283141000006116	Date insulin pump therapy stopped	NA	NA	1	NA	NA	NA	1584
1140501000006116	Adverse reaction to Soluble Insulin	NA	NA	1	NA	NA	NA	1585
719571000006115	Malnutrition-related diabetes mellitus with renal complications	NA	NA	1	NA	NA	NA	1586
1567721000006116	Adverse reaction to Insulin Human (Inhaled)	NA	NA	1	NA	NA	NA	1587
8120401000006111	Hyperosmolar coma due to secondary diabetes mellitus	NA	NA	1	NA	NA	NA	1588
7966791000006111	Chronic kidney disease stage 1 due to type 2 diabetes mellitus	NA	NA	1	NA	NA	NA	1589
396671000006110	[X]Malnutrit-related diabetes mellitus with unspec complics	NA	NA	1	NA	NA	NA	1590
7288191000006110	Type 2 diabetes mellitus well controlled	NA	NA	1	NA	NA	NA	1591
5809871000006117	Insulin allergy	NA	NA	NA	NA	NA	1	1592
3513752015	Absence of lower limb due to diabetes mellitus	NA	NA	1	NA	NA	NA	1593
14500421000006120	Haemoglobin A1c 7 to 10percent indicating borderline diabetic control	NA	NA	NA	NA	NA	1	1594
14500431000006116	Haemoglobin A1c more than 10percent indicating poor diabetic control	NA	NA	NA	NA	NA	1	1595
616211000006113	Diabetes mellitus in pregnancy/childbirth/puerperium NOS	NA	NA	NA	NA	1	NA	1596
306110015	Diabetes mellitus during pregnancy - baby not yet delivered	NA	NA	NA	NA	1	NA	1597
1220321013	Diabetes mellitus arising in pregnancy	NA	NA	NA	NA	1	NA	1598
